Date,Aluminium,Brent,BTC,CAC40,COCOA,COFFEE,Copper,Corn,COTTON,DAX,DIA,ETHANOL,EUR_KRW,EuroStoxx50,EURUSD,FTSE,FTSE100,GBPUSD,Gold,HangSeng,Hyundai,IWM,JPY_KRW,Kakao,KOSDAQ,KOSPI,KOSPI200,LGChem,MSCI_EM,MSCI_World,Nasdaq.US.Benchmark.Consumer.Digital.Services,NASDAQ,NaturalGas,Naver,Nikkei225,NYSE,OMX,Palladium,Platinum,QQQ,Samsung,Shanghai,Silver,SKHynix,Soybeans,SPY,STEEL,SUGAR,Swedish.Consumer.Products.and.Services.GI,US_Dollar_Index,US10Y,US30Y,US3M,US5Y,USDCNY,USDJPY,USDKRW,VIX,WHEAT,WTI,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2016-02-09,0.002161829,-0.081057052,0.006890177,-0.017056787,0.015256638,-0.034332705,-0.024231838,-0.010298752,-0.006358808,-0.011194618,-0.000686925,-0.009845409,0.001464222,-0.017629153,0.004009115,-0.027512062,-0.010104613,-0.005254038,0.000667551,0,0,-0.006763896,0.008398128,0,0,0,0,0,-0.017409597,-0.013238902,-0.005650474,-0.003505462,-0.019821344,0,-0.055551757,-0.004727709,-0.043230892,-0.00241115,0.011476516,-0.003109994,0,0,0.001814639,0,-0.00549055,5.39E-05,-0.03160536,0.00817549,-0.004269776,-0.002478294,-0.003464231,-0.001954986,0.14310092,0.004338398,0,-0.011022455,-0.00139586,0.020556525,-0.015680235,-0.060750934,0.012315987,-0.024373643,-0.001470346,0.006027609,-0.00463404,0.006644815,-0.007868972,0.003441276,0.007372121,-0.001600144
2016-02-10,-0.020728553,0.017005003,0.014835057,0.015799303,-0.009197093,-0.01083904,-0.00664453,-0.003456623,-0.016076169,0.015409819,-0.005318243,-0.014235103,0.004520383,0.019021322,0.008913151,-0.010104613,0.007094481,0.002066511,-0.003342529,0,0,0.00052242,-0.000288445,0,0,0,0,0,0.016393892,0.018198508,0.012815864,0.003468075,-0.025097864,0,-0.023401349,-0.00120562,-0.001908261,0.013809219,-0.004703402,0.003834171,0,0,-0.010872137,0,0.000868936,-0.000863323,-0.004597745,-0.017171045,0.010353338,-0.006951298,-0.013978055,-0.010228265,-0.006689001,-0.007822677,0,-0.004132376,-0.004600369,-0.00946439,-0.002182216,-0.017693177,-0.009537921,-0.004058995,-0.005408965,-0.005221777,0.001546884,-0.001205156,0.020991964,-0.001073905,0.008868076,-0.001748548
2016-02-11,0.006592396,-0.025617187,-0.005241014,-0.041345887,-0.001422475,0.001742201,-0.01042459,-0.002773927,0.004425575,-0.02976219,-0.016383201,-0.010086497,-0.006416169,-0.039753634,-0.000801209,0.007094481,-0.024141807,0.004174911,0.043567091,-0.03924856,-0.018904252,-0.010912023,0.008807257,-0.078284351,-0.050605221,-0.029769379,-0.021542598,-0.051118283,-0.027474305,-0.029147128,0.002411439,-0.003917937,-0.025744019,-0.061981988,0,-0.016130747,0.018828613,-0.000571569,0.030703511,-0.001448794,-0.029644749,0,0.03296501,-0.034392679,-0.001448646,-0.01309305,-0.015675179,0.008995555,-0.022680008,-0.001667226,-0.036432807,-0.009934552,-0.087621711,-0.033721018,0,-0.016976222,-0.007714661,0.068003356,0.005989672,-0.046225213,-0.021928796,-0.00426157,-0.031049398,-0.019726205,-0.002063191,-0.008069448,-0.025391178,-0.017784129,-0.016240197,-0.000583324
2016-02-12,0.00390351,0.104162229,0.012066925,0.024926015,-0.014337163,-0.01005914,0.011411685,0.002773927,-0.00904216,0.024226359,0.020077766,-0.002174717,0.009951557,0.027890955,0.003276831,-0.024141807,0.030345799,-0.003045996,-0.007076868,-0.012272953,0.044783529,0.018811023,0.014759033,-0.081699042,-0.062497431,-0.014207049,-0.010016208,-0.010544951,0.012112904,0.015165313,0.00244462,0.016426927,-0.014141649,-0.01251134,-0.049627303,0.021885279,-0.037778256,0.004848125,-0.005313381,0.015110193,0,0,-0.000253355,0.007339485,0.012390304,0.020407024,0.023707443,-0.028768007,0.024540743,-0.004075447,0.061339963,0.03954325,-0.011049803,0.078931252,0,-0.006688845,0.007965164,-0.102442871,-0.003807456,0.11621333,0.029216144,0.026023166,0.041350905,0.019927289,0.013846264,0.014078891,0.009870289,-0.003068207,0.013292716,0.018218884
2016-02-16,0.022039884,-0.036012445,0.058684285,0.028525025,0.017180093,0.023029491,0.010795038,-0.003468613,0.011078111,0.01851725,0.013781357,-0.002907028,-0.001629645,0.023345222,-0.012797715,0.050585949,0.026726356,-0.001591738,-0.025501955,0.042873255,0.028779176,0.023432089,-0.004329374,0.016034568,0.042631515,0.028479905,0.016536548,0.036430573,0.027148026,0.019869453,0.011276142,0.022443647,-0.032569415,0.033601642,0.071098914,0.015663789,0.068040718,-0.033656351,-0.021753736,0.022296168,0.033075393,-0.008841036,-0.029313622,0.055125066,0.002859596,0.016737461,0.041416254,0.01751088,0.022408684,0.011141883,0.017016844,0.014103508,0.011049803,0.016542959,-0.011908117,0.016092447,0.011458629,-0.052122441,0.003264421,-0.013680091,0.015157528,0.009900411,0.015977025,0.01993292,0.01766833,0.00795718,0,0.006344796,0.018623089,0.023927528
2016-02-17,-0.015980672,0.069614173,0.021447477,0.029438401,-0.007479999,-0.01210042,0.012127171,0.008304546,0.012296955,0.026157003,0.016691205,0.010137711,0.00116537,0.026740614,-0.002421776,0.006486206,0.028271735,-0.010800304,0.002645683,-0.010382598,0.041672474,0.015553696,0.00545572,-0.023606302,-0.018213564,-0.002311682,0.010414089,-0.029388347,0.012310789,0.017301438,0.025892824,0.021873755,0.020286799,0,-0.01367622,0.016595829,-0.004831446,0.01228203,0.012834942,0.02239513,0.014449747,0.025477557,0.002801166,0.039020914,0.003989746,0.016202928,0.034485899,-0.002266698,0.023356632,0.003824125,0.022797767,0.016516948,0.07070085,0.036250506,0.003186306,-0.002119043,0.003790516,-0.077591733,0.007575794,0.054284647,0.019536567,0.0322524,0.013358891,0.015276399,0.020307956,0.010250426,0.030804649,-0.001964891,0.012576938,0.021315459
2016-02-18,-0.000309837,-0.006397266,0.014429799,0.00148457,0.028548194,-0.002612131,-0.00120604,0.011647956,0.001004039,0.009174777,-0.002488937,0.005747154,0.001848443,-0.000887321,-0.00216022,0.028271735,-0.009714849,-0.001558012,0.012309363,0.02290707,0,-0.004790369,0.005146239,0.003251975,0.023679315,0.013130412,0.014655094,0.034486262,0.014119474,0.014705077,-0.015158321,-0.010313122,-0.047452251,0.012100483,0.022505096,-0.002868041,0.032932228,-0.021643088,-0.004330586,-0.011480237,0.001686343,0.018213866,0.003571568,0.004979394,0.003690565,-0.004104626,0.018888344,-0.001514039,0.004906062,-0.000515948,-0.033541469,-0.020309137,-0.017212215,-0.041184663,0.001750488,0.001751594,0.006721672,-0.030491559,0.010723963,0.003581336,-0.002906258,-0.012566053,-0.005703028,-0.000583195,-0.003930165,-0.004520965,0.01227032,0.016257022,-0.006192837,-0.00659563
2016-02-19,0.013542835,-0.037751563,-0.003766753,-0.003951351,-0.000695169,-0.003930968,0.001929081,-0.004779797,0.005171378,-0.008019467,-0.001263977,0.009269237,0.006322122,-0.008359056,-0.001078322,-0.009714849,-0.003657014,0.003605505,0.003500959,-0.004014646,0.013513965,0.004989798,0.011690563,0.002162265,0.009555884,0.003869218,-0.004134797,0.028406317,-0.015774296,-0.017046899,0.007377354,0.00375672,-0.026259702,-0.015584719,-0.014278945,-0.002003115,-0.008212631,-0.011550438,-0.000105898,0.002956133,0.002523934,-0.009368917,-0.003831797,-0.020067496,-0.003121898,-0.000468486,-0.027933492,-0.033901519,-0.003198207,-0.000206406,-0.006273142,-0.010311319,-0.017513566,0.010660119,-0.001458502,-0.009053802,0.002733058,-0.052656161,-0.014504686,-0.037415424,-0.011710353,-0.002285575,0,-0.001946647,0.000737638,0.001575018,-0.001394913,-0.00668758,-0.00106101,0.002753565
2016-02-22,0.007613863,0.049640926,0.039521347,0.01775744,-0.026781023,0.016923788,0.017906605,0.003416471,-0.000998794,0.019570666,0.013590937,0.005661739,-0.020564216,0.021658141,0.00116738,-0.003657014,0.014598312,-0.004704495,-0.017132289,0.009217703,-0.010118462,0.01108828,0.011464335,-0.002162265,0.008619837,6.26E-05,0.002005596,0,0.018379427,0.017354088,0.015122309,0.014585249,0.009379357,-0.014059911,0.008970625,0.013648881,-0.004183369,-0.000801511,-0.019023752,0.016105182,-0.012684808,0.011732993,-0.01237454,0.010084085,0.002555005,0.01437537,0.030529114,-0.018189548,0.002948636,-0.002791176,0.010244829,0.005359867,0.034725781,0.012966173,0.000552963,-0.006742339,0.003635205,-0.057645701,-0.002166848,0.060227629,0.018960167,0.025203451,0.015606567,0.016810646,0.013193553,0.004905293,0.015235971,0.011620873,0.014156684,0.019198876
2016-02-23,0.007255171,-0.041795318,-0.039637829,-0.014122157,0.023995506,0.028003553,-0.004030763,0.001363327,-0.021719869,-0.016516157,-0.010845461,0.008432913,0.008878831,-0.015986498,-0.008661348,0.014598312,-0.012566897,-0.008296864,0.010527319,-0.002536626,0.010118462,-0.009198702,-0.014050452,0.042379343,-0.012116697,-0.001117332,0.00832061,-0.013267436,-0.003583649,-0.004001989,-0.015735014,-0.014773992,-0.021649491,0.033075147,-0.003668805,-0.01276793,0.020303553,0.002802512,0.017010332,-0.01659709,0.005093395,0.012765277,0.003682503,0.016584097,-0.001986662,-0.012710101,0.004138375,0.01975568,-0.011336892,0.007733991,-0.011962562,-0.008435662,0.081878695,-0.019512757,-9.22E-05,0.00427573,-0.008904132,0.079328018,-0.006528859,0.012312746,-0.024867344,-0.034754448,-0.017992848,-0.010013852,-0.015901976,-0.000195551,-0.005168144,0.000855129,-0.00750519,-0.005544681
2016-02-24,-0.006648559,0.033691112,0.009977709,-0.019796323,-0.000697593,-0.020288114,-0.004524368,-0.013717636,-0.009577658,-0.026794769,0.003162086,-0.004207609,0.00410428,-0.023527492,-8.82E-05,-0.012566897,-0.016078728,-0.009560597,0.013328033,-0.011517664,0,0.009592277,0.017237126,-0.014629382,0.00259659,-0.000883225,-0.00951494,-0.013445474,-0.026456621,-0.015542832,0.007983855,0.008629053,-0.002247163,-0.006872774,-0.008524854,0.001236817,-0.013262938,-0.025817683,0.000742285,0.009503825,-0.007649906,-0.012319793,0.003734414,0.016313546,-0.012291137,0.00456552,-0.054640979,0.087598067,-0.014839154,0.001334547,-0.001720689,0,-0.009478716,-0.00246611,0.000813583,-0.009704311,0.007344274,-0.012470197,-0.023192646,0.008747343,0.010314434,0.01007903,-0.002391786,0.000580811,0.007615629,0.003127103,0.000828853,0.004692166,0.003309062,0.005814051
2016-02-25,0.006497945,0.025252448,-0.000967583,0.02216004,0.01695249,-0.01462389,-0.014423313,-0.006234866,-0.003098115,0.017696357,0.013092326,-0.01486755,0.000147378,0.020072048,-0.0011902,-0.016078728,0.024512946,-0.006007715,-0.00040373,-0.015950425,-0.013513965,0.009110611,-0.000636506,-0.005276994,0.003549764,0.003153101,0.005405782,0.005063202,0.012654048,0.014308392,0.009989088,0.008677568,-0.038411161,0.003442257,0.014010018,0.012461308,-0.028697993,-0.008032159,-0.018508203,0.00980065,0.005954989,0.011132727,-0.008339665,-0.003241531,-0.002591794,0.012039031,0.023175601,-0.002152834,0.028770583,0.000102524,-0.026171867,-0.008895825,-0.016000326,-0.054112955,0.000705594,0.001973388,0.001178275,-0.080887594,-0.009542593,0.02821402,0.012865979,0.000879008,0.013793383,0.013066851,0.012404118,0.011256013,0.006398839,0.010160985,0.012387355,0.00992755
2016-02-26,-0.009230602,-0.005398577,0.01776173,0.01544337,0.012274276,-0.00914046,0.025342007,-0.011884097,0.000861602,0.019297118,-0.003362329,-0.01219962,0.002523188,0.01782163,0.001002726,0.024512946,0.013742321,0.002650075,-0.014971722,0.024856932,0,0.006319389,-0.008678652,-0.004241988,0.004677437,0.000828445,0.003474841,-0.011854525,0.011188096,0.015779621,-0.001536556,0.001803187,0.045696153,-0.003442257,0.002973845,-0.000569444,0.026390848,-0.003106557,-0.012604726,-0.001255857,-0.005954989,-0.057097707,-0.031891215,0,-0.008106588,-0.002304129,0.017951641,0.023430246,0.010306321,-0.00092356,0.037587506,0.023801522,-0.022839489,0.074480238,0.000275973,0.009031256,0.000771143,0.035975044,0.003940337,-0.008807982,0.014367983,0.005958505,0.007060486,0.00133546,-0.002662188,-0.014187566,0.007175827,-0.027978429,-0.0017815,-0.001068167
2016-02-29,0.006968669,0.024484205,0.012749473,0.008993933,-0.000677966,-0.018090018,0.004945238,-0.00140746,0.005153752,-0.001883287,-0.007969767,0.003603604,-0.002412691,0.005647791,-0.009207485,0.013742321,0.000180446,-0.007513604,0.011492954,-0.013110708,0.003395504,-0.004467614,-0.018146975,0.008465851,0.003566722,-0.001824428,-0.004196812,0.021904898,-0.006566021,-0.00701642,-0.008903524,-0.007109458,-0.045696153,-0.013889318,-0.010035753,-0.006283848,0.005148949,0.027617588,0.020777733,-0.009032606,0.005106189,-0.001901818,0.013993791,-0.026317099,-0.007001195,-0.007873341,0.007818855,-0.024148912,-0.003198294,0.007874425,-0.012564389,-0.007998484,0.016366962,-0.016260505,0.00105713,0.00478008,0.007099363,0.03667407,0.002805051,0.029161881,-0.006200668,-0.011422365,-0.01084657,-0.006311647,-0.007053404,-0.003332945,-0.00136262,0.002811457,-0.016026821,-0.005225422
2016-03-01,-0.00135962,-0.000278108,-0.005898152,0.012166284,-0.008855644,0.017652709,0.006089017,-0.004234304,-0.001715011,0.023085899,0.021350904,-0.015953895,-0.008008175,0.017044741,-0.003206472,0.000180446,0.009110235,0.004752011,-0.002921823,0.015344845,0,0.021284514,0.027462132,0,0,0,0,0,0.017630418,-0.000765527,0.029384069,0.028474308,0.017955894,0,0.003659042,0.021880224,0.00126852,0.043433534,0.002567082,0.031593057,0,-0.024411176,-0.011002852,0,-0.001171646,0.023234889,0.042191408,0.034620185,0.015453117,0.000101881,0.05261425,0.033098192,0.038221196,0.077264523,0.002080456,-0.01088076,-0.00398014,-0.149296221,-0.002805051,0.019076191,0.025275646,0.025821652,0.033110904,0.019381313,0.029343008,0.00957695,0.023585899,-0.004979733,0.021214222,0.02611985
2016-03-02,0.009328987,0.026617053,-0.025921173,0.004087606,0.005799095,-0.017207612,0.016670918,0.000706964,0.009906176,0.006100422,0.002193556,-0.011764865,-0.007197426,0.008556959,-0.001197081,0.009110235,-0.000943058,0.002580028,0.008739982,0.030249194,0.016807281,0.010238976,-0.019088418,0.0260024,0.016181566,0.015921336,0.012873463,0.039220745,0.017324526,0.018666537,0.00019245,0.002942575,-0.037431277,0.062679426,0.040273461,0.006791932,0.014222128,-0.004065393,-0.000427357,0.000378398,0.016000516,0.016741806,0.018160336,0.031175392,-0.003229124,0.004482668,0.016782599,-0.000694635,-0.018692039,0.000814517,0.007604631,-0.004077914,-0.054588158,0.021764495,-0.000290414,0.013253419,-0.008978813,-0.035071177,-0.011299555,0.007529671,-0.003972808,0.024162751,0.010949061,0.000752304,0.002840283,0.002913332,0.010929226,0.005196118,0.001624726,-0.00091645
2016-03-03,-0.000149779,0.003783772,-0.005529584,-0.001993008,0.000680041,0.017207612,0.012323274,0.000706464,-0.003063837,-0.002529652,0.00272003,-0.002962927,-0.005360916,-0.003072002,-0.000641523,-0.000943058,-0.002704129,0.008343331,0.013048053,-0.003090756,-0.016807281,0.010415218,-0.000556119,0.041232749,0.010155894,0.005504944,0.007312265,-0.012903415,0.012956632,0.007340089,-0.006233598,0.000850084,-0.023516257,0.001640681,0.01267476,0.00712871,-0.004853008,0.050958634,0.006922654,-0.001891872,0.019032402,0.040701539,0.008495392,0.031799403,0.005571045,0.003911574,0.076307958,0.020633417,-0.007783841,-0.000610864,-0.00978801,-0.011958224,-0.14157874,-0.011949382,-0.000168166,-0.004080965,-0.000530708,-0.023084741,0.00623055,-0.002600035,0.006069939,0.015018308,0.006782662,0.007120233,0,0.005030229,0.001382093,0.006027765,-0.002808287,0.005877541
2016-03-04,0.002393777,0.043548285,-0.025733186,0.009138215,0.019855944,0.038614835,0.029719515,0,0.004592243,0.007381487,0.003948424,0.016918389,-0.004385065,0.008092305,0.007330847,-0.002704129,0.011176185,0.006654104,0.00989206,0.011712421,0,0.005492315,-0.012781821,0.022406981,0.007193712,-0.001297991,-0.001499878,-0.033006264,0.019895005,0.009358905,-0.003511615,0.002037278,0.016339214,0.004905953,0.003215263,0.006081652,0.003235554,0.037361251,0.045235903,0.000378816,-0.004106634,0.000423827,0.035704182,-0.001566327,0.006412147,0.003248132,0.046520196,0.006784313,0.00964965,-0.005411754,0.028550268,0.016036138,0.007575696,0.039047299,-0.002985614,0.001796235,-0.011887421,0.009535224,0.025642431,0.038307947,0.01157187,0.009559917,0.004047877,0.004099031,0.002596006,0.004236557,0.002890477,0.011099415,-0.002370671,-0.000912134
2016-03-07,0.010849478,0.053305703,0.008196297,-0.003220639,-0.00233528,-0.009727304,0.004174466,0.009838449,0.005752979,-0.004615629,0.00352265,0.012323432,-0.005216183,-0.005367734,0.004103326,0.011176185,-0.002745968,0.00282483,-0.005290031,-0.000841845,-0.006802576,0.010802743,-0.03283363,0.020029475,-0.002421909,0.00114475,0.002623328,0.005020832,0.0003076,-0.005039764,-0.0216065,-0.001860959,0.014303014,-0.023103282,-0.006099098,0.003782836,0.009630141,0.025943697,0.015800673,-0.006170354,0.006562483,0.013287248,-0.003705576,0,0.016710271,0.000798139,0.034045859,0.00067592,-0.005140644,-0.00451509,0.01003968,-0.000370089,0,0.023564183,-0.003594631,0.001169398,-0.011244549,0.02864854,0.012578782,0.05365696,0.011438757,0.023186581,-0.000449075,0.002970443,-0.006147874,-0.00616799,-0.000656398,0.005504066,0.007978722,-0.004310873
2016-03-08,-0.019252889,-0.02957101,-0.000842768,-0.008652253,-0.013450102,0.011409365,-0.027563442,-0.007017573,-0.018046138,-0.008844602,-0.005878286,-0.002163738,0.002728899,-0.006335655,0.002002893,-0.002745968,-0.009262485,0.003246281,-0.000871164,-0.007375479,0.01018681,-0.024448997,0.02472578,0.002828804,0.003133962,-0.006019501,-0.000832038,-0.005020832,-0.004008077,0.003264193,-0.002241446,-0.012702903,0.012933722,0.00831249,-0.007607808,-0.013854099,-0.005265366,-0.018688889,-0.012660916,-0.008318633,-0.025674165,0.003121983,-0.0154162,-0.044879271,-0.003434462,-0.010978041,-0.005033586,-0.013605639,-0.002862847,-0.001440995,-0.037497662,-0.024729618,0.140582028,-0.04843739,0.001338014,-0.003089025,0.001878719,0.073325433,-0.011478672,-0.037638892,-0.019756901,-0.042900768,-0.016297301,-0.014189707,-0.006185904,0.0028958,-0.001510415,0.009872596,-0.01228994,-0.007884957
2016-03-09,0.008403411,0.035186934,0.002142776,0.004899374,0.017450107,0.017493145,0.005170348,0.010507978,-0.02381684,0.003118016,0.002355636,-0.009430619,0.007496107,0.00470904,-0.00108999,-0.009262485,0.003406198,-0.003701081,-0.004367339,-0.000765866,0.01008423,0.005068792,0.015871082,0.014953518,0.007858481,0.003503381,-0.011006388,-0.006733978,0.001543373,-0.004900178,0.014676519,0.005483122,0.023095693,0.006600782,-0.008433839,0.005687794,-0.003925929,-0.001234916,-0.006696491,0.006412311,0.001676345,-0.019618545,-0.001886873,0.001637948,0.009132484,0.004927484,-0.03335079,0.018996482,0.005347837,0.001338119,0.032226174,0.017673019,-0.057351363,0.031355089,-0.001861358,-0.007005405,0.007835792,-0.017833486,0.013650226,0.047876529,0.006244953,0.016098596,0.001368475,0.003191627,0.008555016,0.007490499,-0.003061735,0.004588331,0.001786273,0.001977215
2016-03-10,-0.012480427,-0.025149266,0.005459271,-0.017160814,0.008282307,-0.012463809,-0.005621172,-0.000697107,-0.003701407,-0.023406369,0.000235584,0.028029168,-0.00066891,-0.015166553,-0.001363646,0.003406198,-0.017992706,-0.000113606,0.012180823,-0.000592278,-0.01008423,-0.008179482,-0.00560587,0.021111207,0.01164397,0.008352336,0.009506947,-0.003384071,0.005536871,0.005936372,0.002168341,-0.002617615,0.020339692,0.043450082,0.012548499,-0.000679262,0.005350378,0.013761844,-0.005205396,-0.001527412,0.025631911,0.002868311,0.012362216,-0.008216849,0,0.00080234,-0.009611291,-0.015577728,-0.006682903,0.000102876,0.019367295,0.005945686,0.050772379,0.034571361,0.001277123,0.005249774,-2.49E-05,-0.015938833,0.004868822,-0.011822041,0.005289119,0.000822685,-0.000912023,-0.001500628,-0.00094685,0.00038261,-0.004725674,0.000832083,0.00059476,0.002498807
2016-03-11,0,0.00845356,0.010870103,0.032217574,0,0.028031527,0.009425629,0.011095814,-0.001236853,0.034456786,0.012679549,0.012676231,0.011935087,0.034090043,0.017090344,-0.017992706,0.016934599,0.005670408,-0.010511061,0.010709817,0.006734228,0.021203025,0.00037468,0.009941541,0.002280712,0.001055679,0.005735633,0.005071762,0.010678867,0.005313036,0.019362611,0.018343613,0.018837144,0.001573619,0.00512084,0.018591854,-0.004265154,0.010564762,-0.00822035,0.017334087,0.019402508,-0.023438572,0.003916214,0.013114801,0.003120127,0.01600826,0.03832557,0.015577728,0.011951909,-0.010857901,0.024578799,0.01799205,0.016366962,0.027361462,-0.000676805,-0.003476122,-0.003482507,-0.089785262,0.019770882,0.017291493,0.018182359,0.025498618,0.025671087,0.014351141,0.015278261,0.003246571,0.022988061,0.001038755,0.019283638,0.015251163
2016-03-14,-0.011260009,-0.021522368,-0.01253289,0.003066837,0.003951273,0.016129382,-0.000670374,0.009608859,0.010377371,0.016056725,0.001044068,0.001398584,-0.016969868,0.005897059,-0.000938572,0.016934599,0.005651982,0.006435831,-0.011425898,0.011602964,-0.003361335,-0.002591512,-0.050618232,0.012511307,0.002724212,0.000436133,0.010758778,0.023334555,0.00242504,0.00747863,0.00483615,0.000381012,-0.001647911,-0.001573619,0.01725874,-0.00296563,0.019632672,-0.012481764,-0.004446507,0.001688837,0.004792445,0.017280051,-0.005718936,-0.011466123,0.007055201,-0.001283185,-0.016184235,0.019960755,0.014848502,0.000207887,-0.007106598,-0.006205517,0,-0.00270267,-0.002048683,0.008101062,-0.015105777,0.025135978,-0.007434978,-0.034887251,-0.006779597,-0.006596079,-0.003117202,0.000924848,0.001165639,-0.000572297,0.003231917,0.001245319,-0.004237022,0.003745004
2016-03-15,-0.01123348,-0.020187145,0.00094087,-0.007564159,0,0,-0.002685786,0.004770026,0.019922663,-0.005662517,0.001333066,0,-0.001981678,-0.008043315,-0.005923781,0.005651982,-0.005619377,-0.006835813,-0.011314166,-0.007198239,-0.01015263,-0.015689264,0.026349288,-0.010714366,0.003308376,-0.001166874,-0.005880284,-0.004954727,-0.018023957,-0.011017409,-9.88E-06,-0.004559556,0.017439105,0.009404409,-0.006793441,-0.006040472,0.003178709,-0.00498401,-0.005820655,-0.00037488,-0.001595293,0.008407432,-0.017093292,-0.014937987,0.006447114,-0.00163107,-0.025659318,0.015686581,-0.002758952,0.004045852,-0.002039811,-0.003300961,0.053725368,0.006743107,0.000724408,0.000456943,-0.000126515,-0.004739341,0.020053442,-0.022851923,0.002264907,-0.001938917,-0.000446395,-0.000554639,0.003721058,0.002477061,0.006593272,0.001865022,-0.015641376,-0.00025815
2016-03-16,-0.006832325,0.040222953,0.000434135,-0.002155391,0.00229772,-0.006018072,0.000224073,0,-0.00515907,0.004976653,0.004796498,-0.000699089,0.004102665,-0.001683699,0.000632999,-0.005619377,0.005765109,-0.008844197,-0.000894398,-0.001532578,-0.003407072,0.007034725,0.011923641,-0.016290098,0.000144184,0.002499477,-0.001775022,0.0164206,-0.007115203,-0.00118261,0.012049344,0.007437437,0.009142349,-0.00156121,-0.008367003,0.00702273,-0.014171035,0.011850936,-0.001147302,0.008869952,0.002391642,0.001656299,-0.002691286,-0.023689817,-0.003638912,0.00577048,-0.010628942,-0.010430332,-0.004915339,0.00051755,-0.01077764,0.005130161,-0.080042631,-0.055262708,0.002231736,-0.006389503,0.00523189,-0.116373721,-0.003663966,0.056699649,0.008336195,0.017157173,-0.002233589,0.003508166,0.011539492,0.00228092,-0.007561879,0.015204773,-0.002382519,0.008089056
2016-03-17,0.006677562,0.029561186,0.008619628,-0.004516089,0.008163311,0.027779564,0.025441091,0.001358696,0.00635903,-0.009178143,0.008438277,0.01043495,-0.004155717,-0.006207877,0.009846507,0.005765109,0.004136861,0.006960723,0.028231846,0.01207582,0,0.015212134,-0.010581016,0.024336659,-0.002816046,0.006606297,0.00662977,0.022545398,0.041355779,0.015554336,-0.001514138,0.002310529,0.035755627,-0.00626958,-0.002245205,0.010479279,-0.007900693,0.034314317,0.031233239,-0.000558375,0.005557439,0.005825463,0.051746698,0.001710808,0.003918281,0.006324272,0.091823145,0.015604983,0.002877283,-0.0092521,-0.018224908,-0.015469942,-0.087011395,-0.020811691,0.00115241,-0.003125914,-0.013616106,-0.037381192,-0.011073142,0.044248298,0.018230747,0.01357985,0.012002778,0.021698519,0.003664515,0.00605717,0.032914909,0.005490717,-0.011696118,0.001405631
2016-03-18,-0.001703974,-0.008218566,-0.026678073,0.004406239,0.012924251,0.033484029,-0.004158932,-0.000679117,-0.000171307,0.005906343,0.006424018,0,-0.007150377,0.005462991,0.008789321,0.004136861,-0.001856231,0.015515358,-0.008497808,0.008151521,0.026937708,0.008981086,-0.008082464,-0.000890823,0.005091975,0.002075323,0.006545354,0,0.013315765,0.009131192,0.000999914,0.004317308,-0.015092685,0.004705929,-0.012570743,0.003235975,-0.001321644,-0.013058866,-0.018993705,0.001566222,0.007886876,0.013851946,-0.013573138,0.006814489,0.002232144,0.00392189,0.016116484,0.019169928,-0.003387666,-0.01028776,-0.016958512,-0.007825607,0.018018488,-0.032427241,-0.007243606,-0.012512327,-0.019840877,-0.02951719,-0.018192048,-0.01908652,0.004125656,0.002870868,0.008838059,0.008539002,0.001607583,-0.001309569,-0.007061116,-0.006395525,0.011693122,0.00129377
2016-03-21,-0.003572264,0.008218566,0.009136552,-0.007808533,-0.000321079,0.012039204,0.004377328,-0.004084417,-0.021826644,-0.000217107,0.001819335,-0.029496559,-0.000587289,-0.003601519,-0.003446133,-0.001856231,-0.000808133,-0.000694679,-0.00800773,0.000605455,0.02623092,-0.002374858,0.007219535,-0.022533711,-0.003747967,-0.001185363,0.00077443,-0.001593557,-0.000882257,0.000288563,0.006250365,0.002752917,-0.042308853,0.004683762,0,-0.000365821,-0.00112916,0.021643366,0.011582139,0.003903873,-0.004724521,0.021357208,0.002211891,0.003389797,-0.002232144,0.001417939,-0.005209549,0.006309133,-0.004595149,0.002950233,0.02741338,0.021100143,0.02817083,0.032427241,-0.000526097,0.000852813,0.008250451,-0.016541225,0.012342523,0.01184642,0.004612909,-0.003470998,-0.001761251,0.005914543,0.003434952,0.000569387,-0.005096842,-0.001028426,0.005817661,0.000512206
2016-03-22,-0.007339769,0.006000258,0.011503628,0.000941426,-0.018801202,-0.012796539,-0.002186321,0.006798123,0.016156007,0.00414877,-0.001762771,-0.014357735,-0.005048852,0.000806545,-0.003827515,-0.000808133,0.001308864,-0.006791352,0.003531225,-0.000841597,0.028710213,-0.001189547,-0.007219535,-0.001824814,-0.001315057,0.003536903,-0.002815247,0,-0.005605267,-0.00694737,-0.000449785,0.002656146,0.018965665,0.01084448,0.019171924,-0.002497343,-0.009333198,0.004719097,0.015170194,0.003056732,0.001577484,0.007750699,0.002270021,0.021758132,0.007236324,-0.000537803,-0.014161498,0.024845976,-0.000809849,0.003989897,0.006220842,-0.004037413,0.024014875,0.021521699,0.002009866,0.00620798,-0.002757022,0.02718337,-0.004811557,0.037860985,-0.011461222,-0.005547311,-0.00308992,-0.005735064,0.000228629,-0.005902094,-0.001758522,-0.003299129,0.009916689,-0.001665251
